Group Size,Best Estimate (Assumes 40% of Infections are Asymp/Presymp),Estimate Range (Assumes 10-70% of Infections are Asymp/Presymp),Date Updated: 12-15-2021
6053,17.2,4.30-30.1,
6054,17.2,4.30-30.1,
6055,17.2,4.30-30.1,
6056,17.2,4.30-30.1,
6057,17.2,4.30-30.1,
6058,17.2,4.30-30.1,
6059,17.2,4.30-30.1,
6060,17.2,4.31-30.1,
6061,17.2,4.31-30.1,
6062,17.2,4.31-30.1,
6063,17.2,4.31-30.1,
6064,17.2,4.31-30.1,
6065,17.2,4.31-30.1,
6066,17.2,4.31-30.2,
6067,17.2,4.31-30.2,
6068,17.2,4.31-30.2,
6069,17.2,4.31-30.2,
6070,17.2,4.31-30.2,
6071,17.2,4.31-30.2,
6072,17.2,4.31-30.2,
6073,17.2,4.31-30.2,
6074,17.2,4.32-30.2,
6075,17.2,4.32-30.2,
6076,17.2,4.32-30.2,
6077,17.2,4.32-30.2,
6078,17.2,4.32-30.2,
6079,17.2,4.32-30.2,
6080,17.2,4.32-30.2,
6081,17.3,4.32-30.2,
6082,17.3,4.32-30.2,
6083,17.3,4.32-30.2,
6084,17.3,4.32-30.2,
6085,17.3,4.32-30.2,
6086,17.3,4.32-30.3,
6087,17.3,4.32-30.3,
6088,17.3,4.33-30.3,
6089,17.3,4.33-30.3,
6090,17.3,4.33-30.3,
6091,17.3,4.33-30.3,
6092,17.3,4.33-30.3,
6093,17.3,4.33-30.3,
6094,17.3,4.33-30.3,
6095,17.3,4.33-30.3,
6096,17.3,4.33-30.3,
6097,17.3,4.33-30.3,
6098,17.3,4.33-30.3,
6099,17.3,4.33-30.3,
6100,17.3,4.33-30.3,
6101,17.3,4.33-30.3,
6102,17.3,4.34-30.3,
6103,17.3,4.34-30.3,
6104,17.3,4.34-30.3,
6105,17.3,4.34-30.3,
6106,17.3,4.34-30.4,
6107,17.3,4.34-30.4,
6108,17.3,4.34-30.4,
6109,17.3,4.34-30.4,
6110,17.3,4.34-30.4,
6111,17.3,4.34-30.4,
6112,17.3,4.34-30.4,
6113,17.3,4.34-30.4,
6114,17.3,4.34-30.4,
6115,17.3,4.34-30.4,
6116,17.4,4.35-30.4,
6117,17.4,4.35-30.4,
6118,17.4,4.35-30.4,
6119,17.4,4.35-30.4,
6120,17.4,4.35-30.4,
6121,17.4,4.35-30.4,
6122,17.4,4.35-30.4,
6123,17.4,4.35-30.4,
6124,17.4,4.35-30.4,
6125,17.4,4.35-30.4,
6126,17.4,4.35-30.5,
6127,17.4,4.35-30.5,
6128,17.4,4.35-30.5,
6129,17.4,4.35-30.5,
6130,17.4,4.36-30.5,
6131,17.4,4.36-30.5,
6132,17.4,4.36-30.5,
6133,17.4,4.36-30.5,
6134,17.4,4.36-30.5,
6135,17.4,4.36-30.5,
6136,17.4,4.36-30.5,
6137,17.4,4.36-30.5,
6138,17.4,4.36-30.5,
6139,17.4,4.36-30.5,
6140,17.4,4.36-30.5,
6141,17.4,4.36-30.5,
6142,17.4,4.36-30.5,
6143,17.4,4.36-30.5,
6144,17.4,4.37-30.5,
6145,17.4,4.37-30.5,
6146,17.4,4.37-30.6,
6147,17.4,4.37-30.6,
6148,17.4,4.37-30.6,
6149,17.4,4.37-30.6,
6150,17.4,4.37-30.6,
6151,17.5,4.37-30.6,
6152,17.5,4.37-30.6,
6153,17.5,4.37-30.6,
6154,17.5,4.37-30.6,
6155,17.5,4.37-30.6,
6156,17.5,4.37-30.6,
6157,17.5,4.37-30.6,
6158,17.5,4.38-30.6,
6159,17.5,4.38-30.6,
6160,17.5,4.38-30.6,
6161,17.5,4.38-30.6,
6162,17.5,4.38-30.6,
6163,17.5,4.38-30.6,
6164,17.5,4.38-30.6,
6165,17.5,4.38-30.6,
6166,17.5,4.38-30.7,
6167,17.5,4.38-30.7,
6168,17.5,4.38-30.7,
6169,17.5,4.38-30.7,
6170,17.5,4.38-30.7,
6171,17.5,4.38-30.7,
6172,17.5,4.39-30.7,
6173,17.5,4.39-30.7,
6174,17.5,4.39-30.7,
6175,17.5,4.39-30.7,
6176,17.5,4.39-30.7,
6177,17.5,4.39-30.7,
6178,17.5,4.39-30.7,
6179,17.5,4.39-30.7,
6180,17.5,4.39-30.7,
6181,17.5,4.39-30.7,
6182,17.5,4.39-30.7,
6183,17.5,4.39-30.7,
6184,17.5,4.39-30.7,
6185,17.5,4.39-30.7,
6186,17.6,4.40-30.8,
6187,17.6,4.40-30.8,
6188,17.6,4.40-30.8,
6189,17.6,4.40-30.8,
6190,17.6,4.40-30.8,
6191,17.6,4.40-30.8,
6192,17.6,4.40-30.8,
6193,17.6,4.40-30.8,
6194,17.6,4.40-30.8,
6195,17.6,4.40-30.8,
6196,17.6,4.40-30.8,
6197,17.6,4.40-30.8,
6198,17.6,4.40-30.8,
6199,17.6,4.40-30.8,
6200,17.6,4.41-30.8,
6201,17.6,4.41-30.8,
6202,17.6,4.41-30.8,
6203,17.6,4.41-30.8,
6204,17.6,4.41-30.8,
6205,17.6,4.41-30.8,
6206,17.6,4.41-30.9,
6207,17.6,4.41-30.9,
6208,17.6,4.41-30.9,
6209,17.6,4.41-30.9,
6210,17.6,4.41-30.9,
6211,17.6,4.41-30.9,
6212,17.6,4.41-30.9,
6213,17.6,4.41-30.9,
6214,17.6,4.42-30.9,
6215,17.6,4.42-30.9,
6216,17.6,4.42-30.9,
6217,17.6,4.42-30.9,
6218,17.6,4.42-30.9,
6219,17.6,4.42-30.9,
6220,17.6,4.42-30.9,
6221,17.7,4.42-30.9,
6222,17.7,4.42-30.9,
6223,17.7,4.42-30.9,
6224,17.7,4.42-30.9,
6225,17.7,4.42-30.9,
6226,17.7,4.42-31.0,
6227,17.7,4.42-31.0,
6228,17.7,4.43-31.0,
6229,17.7,4.43-31.0,
6230,17.7,4.43-31.0,
6231,17.7,4.43-31.0,
6232,17.7,4.43-31.0,
6233,17.7,4.43-31.0,
6234,17.7,4.43-31.0,
6235,17.7,4.43-31.0,
6236,17.7,4.43-31.0,
6237,17.7,4.43-31.0,
6238,17.7,4.43-31.0,
6239,17.7,4.43-31.0,
6240,17.7,4.43-31.0,
6241,17.7,4.43-31.0,
6242,17.7,4.44-31.0,
6243,17.7,4.44-31.0,
6244,17.7,4.44-31.0,
6245,17.7,4.44-31.0,
6246,17.7,4.44-31.1,
6247,17.7,4.44-31.1,
6248,17.7,4.44-31.1,
6249,17.7,4.44-31.1,
6250,17.7,4.44-31.1,
6251,17.7,4.44-31.1,
6252,17.7,4.44-31.1,
6253,17.7,4.44-31.1,
6254,17.7,4.44-31.1,
6255,17.7,4.44-31.1,
6256,17.8,4.45-31.1,
6257,17.8,4.45-31.1,
6258,17.8,4.45-31.1,
6259,17.8,4.45-31.1,
6260,17.8,4.45-31.1,
6261,17.8,4.45-31.1,
6262,17.8,4.45-31.1,
6263,17.8,4.45-31.1,
6264,17.8,4.45-31.1,
6265,17.8,4.45-31.1,
6266,17.8,4.45-31.1,
6267,17.8,4.45-31.2,
6268,17.8,4.45-31.2,
6269,17.8,4.45-31.2,
6270,17.8,4.45-31.2,
6271,17.8,4.46-31.2,
6272,17.8,4.46-31.2,
6273,17.8,4.46-31.2,
6274,17.8,4.46-31.2,
6275,17.8,4.46-31.2,
6276,17.8,4.46-31.2,
6277,17.8,4.46-31.2,
6278,17.8,4.46-31.2,
6279,17.8,4.46-31.2,
6280,17.8,4.46-31.2,
6281,17.8,4.46-31.2,
6282,17.8,4.46-31.2,
6283,17.8,4.46-31.2,
6284,17.8,4.46-31.2,
6285,17.8,4.47-31.2,
6286,17.8,4.47-31.2,
6287,17.8,4.47-31.3,
6288,17.8,4.47-31.3,
6289,17.8,4.47-31.3,
6290,17.8,4.47-31.3,
6291,17.8,4.47-31.3,
6292,17.9,4.47-31.3,
6293,17.9,4.47-31.3,
6294,17.9,4.47-31.3,
6295,17.9,4.47-31.3,
6296,17.9,4.47-31.3,
6297,17.9,4.47-31.3,
6298,17.9,4.47-31.3,
6299,17.9,4.48-31.3,
6300,17.9,4.48-31.3,
6301,17.9,4.48-31.3,
6302,17.9,4.48-31.3,
6303,17.9,4.48-31.3,
6304,17.9,4.48-31.3,
6305,17.9,4.48-31.3,
6306,17.9,4.48-31.3,
6307,17.9,4.48-31.4,
6308,17.9,4.48-31.4,
6309,17.9,4.48-31.4,
6310,17.9,4.48-31.4,
6311,17.9,4.48-31.4,
6312,17.9,4.48-31.4,
6313,17.9,4.49-31.4,
6314,17.9,4.49-31.4,
6315,17.9,4.49-31.4,
6316,17.9,4.49-31.4,
6317,17.9,4.49-31.4,
6318,17.9,4.49-31.4,
6319,17.9,4.49-31.4,
6320,17.9,4.49-31.4,
6321,17.9,4.49-31.4,
6322,17.9,4.49-31.4,
6323,17.9,4.49-31.4,
6324,17.9,4.49-31.4,
6325,17.9,4.49-31.4,
6326,17.9,4.49-31.4,
6327,18.0,4.50-31.5,
6328,18.0,4.50-31.5,
6329,18.0,4.50-31.5,
6330,18.0,4.50-31.5,
6331,18.0,4.50-31.5,
6332,18.0,4.50-31.5,
6333,18.0,4.50-31.5,
6334,18.0,4.50-31.5,
6335,18.0,4.50-31.5,
6336,18.0,4.50-31.5,
6337,18.0,4.50-31.5,
6338,18.0,4.50-31.5,
6339,18.0,4.50-31.5,
6340,18.0,4.50-31.5,
6341,18.0,4.51-31.5,
6342,18.0,4.51-31.5,
6343,18.0,4.51-31.5,
6344,18.0,4.51-31.5,
6345,18.0,4.51-31.5,
6346,18.0,4.51-31.5,
6347,18.0,4.51-31.6,
6348,18.0,4.51-31.6,
6349,18.0,4.51-31.6,
6350,18.0,4.51-31.6,
6351,18.0,4.51-31.6,
6352,18.0,4.51-31.6,
6353,18.0,4.51-31.6,
6354,18.0,4.51-31.6,
6355,18.0,4.52-31.6,
6356,18.0,4.52-31.6,
6357,18.0,4.52-31.6,
6358,18.0,4.52-31.6,
6359,18.0,4.52-31.6,
6360,18.0,4.52-31.6,
6361,18.0,4.52-31.6,
6362,18.1,4.52-31.6,
6363,18.1,4.52-31.6,
6364,18.1,4.52-31.6,
6365,18.1,4.52-31.6,
6366,18.1,4.52-31.6,
6367,18.1,4.52-31.7,
6368,18.1,4.52-31.7,
6369,18.1,4.53-31.7,
6370,18.1,4.53-31.7,
6371,18.1,4.53-31.7,
6372,18.1,4.53-31.7,
6373,18.1,4.53-31.7,
6374,18.1,4.53-31.7,
6375,18.1,4.53-31.7,
6376,18.1,4.53-31.7,
6377,18.1,4.53-31.7,
6378,18.1,4.53-31.7,
6379,18.1,4.53-31.7,
6380,18.1,4.53-31.7,
6381,18.1,4.53-31.7,
6382,18.1,4.53-31.7,
6383,18.1,4.54-31.7,
6384,18.1,4.54-31.7,
6385,18.1,4.54-31.7,
6386,18.1,4.54-31.7,
6387,18.1,4.54-31.8,
6388,18.1,4.54-31.8,
6389,18.1,4.54-31.8,
6390,18.1,4.54-31.8,
6391,18.1,4.54-31.8,
6392,18.1,4.54-31.8,
6393,18.1,4.54-31.8,
6394,18.1,4.54-31.8,
6395,18.1,4.54-31.8,
6396,18.1,4.54-31.8,
6397,18.2,4.55-31.8,
6398,18.2,4.55-31.8,
6399,18.2,4.55-31.8,
6400,18.2,4.55-31.8,
6401,18.2,4.55-31.8,
6402,18.2,4.55-31.8,
6403,18.2,4.55-31.8,
6404,18.2,4.55-31.8,
6405,18.2,4.55-31.8,
6406,18.2,4.55-31.8,
6407,18.2,4.55-31.9,
6408,18.2,4.55-31.9,
6409,18.2,4.55-31.9,
6410,18.2,4.55-31.9,
6411,18.2,4.56-31.9,
6412,18.2,4.56-31.9,
6413,18.2,4.56-31.9,
6414,18.2,4.56-31.9,
6415,18.2,4.56-31.9,
6416,18.2,4.56-31.9,
6417,18.2,4.56-31.9,
6418,18.2,4.56-31.9,
6419,18.2,4.56-31.9,
6420,18.2,4.56-31.9,
6421,18.2,4.56-31.9,
6422,18.2,4.56-31.9,
6423,18.2,4.56-31.9,
6424,18.2,4.56-31.9,
6425,18.2,4.57-31.9,
6426,18.2,4.57-31.9,
6427,18.2,4.57-32.0,
6428,18.2,4.57-32.0,
6429,18.2,4.57-32.0,
6430,18.2,4.57-32.0,
6431,18.2,4.57-32.0,
6432,18.3,4.57-32.0,
6433,18.3,4.57-32.0,
6434,18.3,4.57-32.0,
6435,18.3,4.57-32.0,
6436,18.3,4.57-32.0,
6437,18.3,4.57-32.0,
6438,18.3,4.57-32.0,
6439,18.3,4.58-32.0,
6440,18.3,4.58-32.0,
6441,18.3,4.58-32.0,
6442,18.3,4.58-32.0,
6443,18.3,4.58-32.0,
6444,18.3,4.58-32.0,
6445,18.3,4.58-32.0,
6446,18.3,4.58-32.0,
6447,18.3,4.58-32.1,
6448,18.3,4.58-32.1,
6449,18.3,4.58-32.1,
6450,18.3,4.58-32.1,
6451,18.3,4.58-32.1,
6452,18.3,4.58-32.1,
6453,18.3,4.59-32.1,
6454,18.3,4.59-32.1,
6455,18.3,4.59-32.1,
6456,18.3,4.59-32.1,
6457,18.3,4.59-32.1,
6458,18.3,4.59-32.1,
6459,18.3,4.59-32.1,
6460,18.3,4.59-32.1,
6461,18.3,4.59-32.1,
6462,18.3,4.59-32.1,
6463,18.3,4.59-32.1,
6464,18.3,4.59-32.1,
6465,18.3,4.59-32.1,
6466,18.3,4.59-32.1,
6467,18.4,4.60-32.2,
6468,18.4,4.60-32.2,
6469,18.4,4.60-32.2,
6470,18.4,4.60-32.2,
6471,18.4,4.60-32.2,
6472,18.4,4.60-32.2,
6473,18.4,4.60-32.2,
6474,18.4,4.60-32.2,
6475,18.4,4.60-32.2,
6476,18.4,4.60-32.2,
6477,18.4,4.60-32.2,
6478,18.4,4.60-32.2,
6479,18.4,4.60-32.2,
6480,18.4,4.60-32.2,
6481,18.4,4.61-32.2,
6482,18.4,4.61-32.2,
6483,18.4,4.61-32.2,
6484,18.4,4.61-32.2,
6485,18.4,4.61-32.2,
6486,18.4,4.61-32.2,
6487,18.4,4.61-32.3,
6488,18.4,4.61-32.3,
6489,18.4,4.61-32.3,
6490,18.4,4.61-32.3,
6491,18.4,4.61-32.3,
6492,18.4,4.61-32.3,
6493,18.4,4.61-32.3,
6494,18.4,4.61-32.3,
6495,18.4,4.62-32.3,
6496,18.4,4.62-32.3,
6497,18.4,4.62-32.3,
6498,18.4,4.62-32.3,
6499,18.4,4.62-32.3,
6500,18.4,4.62-32.3,
6501,18.4,4.62-32.3,
6502,18.4,4.62-32.3,
6503,18.5,4.62-32.3,
6504,18.5,4.62-32.3,
6505,18.5,4.62-32.3,
6506,18.5,4.62-32.3,
6507,18.5,4.62-32.3,
6508,18.5,4.62-32.4,
6509,18.5,4.62-32.4,
6510,18.5,4.63-32.4,
6511,18.5,4.63-32.4,
6512,18.5,4.63-32.4,
6513,18.5,4.63-32.4,
6514,18.5,4.63-32.4,
6515,18.5,4.63-32.4,
6516,18.5,4.63-32.4,
6517,18.5,4.63-32.4,
6518,18.5,4.63-32.4,
6519,18.5,4.63-32.4,
6520,18.5,4.63-32.4,
6521,18.5,4.63-32.4,
6522,18.5,4.63-32.4,
6523,18.5,4.63-32.4,
6524,18.5,4.64-32.4,
6525,18.5,4.64-32.4,
6526,18.5,4.64-32.4,
6527,18.5,4.64-32.4,
6528,18.5,4.64-32.5,
6529,18.5,4.64-32.5,
6530,18.5,4.64-32.5,
6531,18.5,4.64-32.5,
6532,18.5,4.64-32.5,
6533,18.5,4.64-32.5,
6534,18.5,4.64-32.5,
6535,18.5,4.64-32.5,
6536,18.5,4.64-32.5,
6537,18.5,4.64-32.5,
6538,18.6,4.65-32.5,
6539,18.6,4.65-32.5,
6540,18.6,4.65-32.5,
6541,18.6,4.65-32.5,
6542,18.6,4.65-32.5,
6543,18.6,4.65-32.5,
6544,18.6,4.65-32.5,
6545,18.6,4.65-32.5,
6546,18.6,4.65-32.5,
6547,18.6,4.65-32.5,
6548,18.6,4.65-32.6,
6549,18.6,4.65-32.6,
6550,18.6,4.65-32.6,
6551,18.6,4.65-32.6,
6552,18.6,4.66-32.6,
6553,18.6,4.66-32.6,
6554,18.6,4.66-32.6,
6555,18.6,4.66-32.6,
6556,18.6,4.66-32.6,
6557,18.6,4.66-32.6,
6558,18.6,4.66-32.6,
6559,18.6,4.66-32.6,
6560,18.6,4.66-32.6,
6561,18.6,4.66-32.6,
6562,18.6,4.66-32.6,
6563,18.6,4.66-32.6,
6564,18.6,4.66-32.6,
6565,18.6,4.66-32.6,
6566,18.6,4.67-32.6,
6567,18.6,4.67-32.6,
6568,18.6,4.67-32.7,
6569,18.6,4.67-32.7,
6570,18.6,4.67-32.7,
6571,18.6,4.67-32.7,
6572,18.6,4.67-32.7,
6573,18.7,4.67-32.7,
6574,18.7,4.67-32.7,
6575,18.7,4.67-32.7,
6576,18.7,4.67-32.7,
6577,18.7,4.67-32.7,
6578,18.7,4.67-32.7,
6579,18.7,4.67-32.7,
6580,18.7,4.68-32.7,
6581,18.7,4.68-32.7,
6582,18.7,4.68-32.7,
6583,18.7,4.68-32.7,
6584,18.7,4.68-32.7,
6585,18.7,4.68-32.7,
6586,18.7,4.68-32.7,
6587,18.7,4.68-32.7,
6588,18.7,4.68-32.8,
6589,18.7,4.68-32.8,
6590,18.7,4.68-32.8,
6591,18.7,4.68-32.8,
6592,18.7,4.68-32.8,
6593,18.7,4.68-32.8,
6594,18.7,4.69-32.8,
6595,18.7,4.69-32.8,
6596,18.7,4.69-32.8,
6597,18.7,4.69-32.8,
6598,18.7,4.69-32.8,
6599,18.7,4.69-32.8,
6600,18.7,4.69-32.8,
6601,18.7,4.69-32.8,
6602,18.7,4.69-32.8,
6603,18.7,4.69-32.8,
6604,18.7,4.69-32.8,
6605,18.7,4.69-32.8,
6606,18.7,4.69-32.8,
6607,18.7,4.69-32.8,
6608,18.8,4.70-32.9,
6609,18.8,4.70-32.9,
6610,18.8,4.70-32.9,
6611,18.8,4.70-32.9,
6612,18.8,4.70-32.9,
6613,18.8,4.70-32.9,
6614,18.8,4.70-32.9,
6615,18.8,4.70-32.9,
6616,18.8,4.70-32.9,
6617,18.8,4.70-32.9,
6618,18.8,4.70-32.9,
6619,18.8,4.70-32.9,
6620,18.8,4.70-32.9,
6621,18.8,4.70-32.9,
6622,18.8,4.71-32.9,
6623,18.8,4.71-32.9,
6624,18.8,4.71-32.9,
6625,18.8,4.71-32.9,
6626,18.8,4.71-32.9,
6627,18.8,4.71-32.9,
6628,18.8,4.71-33.0,
6629,18.8,4.71-33.0,
6630,18.8,4.71-33.0,
6631,18.8,4.71-33.0,
6632,18.8,4.71-33.0,
6633,18.8,4.71-33.0,
6634,18.8,4.71-33.0,
6635,18.8,4.71-33.0,
6636,18.8,4.72-33.0,
6637,18.8,4.72-33.0,
6638,18.8,4.72-33.0,
6639,18.8,4.72-33.0,
6640,18.8,4.72-33.0,
6641,18.8,4.72-33.0,
6642,18.8,4.72-33.0,
6643,18.9,4.72-33.0,
6644,18.9,4.72-33.0,
6645,18.9,4.72-33.0,
6646,18.9,4.72-33.0,
6647,18.9,4.72-33.0,
6648,18.9,4.72-33.1,
6649,18.9,4.72-33.1,
6650,18.9,4.73-33.1,
6651,18.9,4.73-33.1,
6652,18.9,4.73-33.1,
6653,18.9,4.73-33.1,
6654,18.9,4.73-33.1,
6655,18.9,4.73-33.1,
6656,18.9,4.73-33.1,
6657,18.9,4.73-33.1,
6658,18.9,4.73-33.1,
6659,18.9,4.73-33.1,
6660,18.9,4.73-33.1,
6661,18.9,4.73-33.1,
6662,18.9,4.73-33.1,
6663,18.9,4.73-33.1,
6664,18.9,4.74-33.1,
6665,18.9,4.74-33.1,
6666,18.9,4.74-33.1,
6667,18.9,4.74-33.1,
6668,18.9,4.74-33.2,
6669,18.9,4.74-33.2,
6670,18.9,4.74-33.2,
6671,18.9,4.74-33.2,
6672,18.9,4.74-33.2,
6673,18.9,4.74-33.2,
6674,18.9,4.74-33.2,
6675,18.9,4.74-33.2,
6676,18.9,4.74-33.2,
6677,18.9,4.74-33.2,
6678,19.0,4.75-33.2,
6679,19.0,4.75-33.2,
6680,19.0,4.75-33.2,
6681,19.0,4.75-33.2,
6682,19.0,4.75-33.2,
6683,19.0,4.75-33.2,
6684,19.0,4.75-33.2,
6685,19.0,4.75-33.2,
6686,19.0,4.75-33.2,
6687,19.0,4.75-33.2,
6688,19.0,4.75-33.3,
6689,19.0,4.75-33.3,
6690,19.0,4.75-33.3,
6691,19.0,4.75-33.3,
6692,19.0,4.76-33.3,
6693,19.0,4.76-33.3,
6694,19.0,4.76-33.3,
6695,19.0,4.76-33.3,
6696,19.0,4.76-33.3,
6697,19.0,4.76-33.3,
6698,19.0,4.76-33.3,
6699,19.0,4.76-33.3,
6700,19.0,4.76-33.3,
6701,19.0,4.76-33.3,
6702,19.0,4.76-33.3,
6703,19.0,4.76-33.3,
6704,19.0,4.76-33.3,
6705,19.0,4.76-33.3,
6706,19.0,4.77-33.3,
6707,19.0,4.77-33.3,
6708,19.0,4.77-33.4,
6709,19.0,4.77-33.4,
6710,19.0,4.77-33.4,
6711,19.0,4.77-33.4,
6712,19.0,4.77-33.4,
6713,19.1,4.77-33.4,
6714,19.1,4.77-33.4,
6715,19.1,4.77-33.4,
6716,19.1,4.77-33.4,
6717,19.1,4.77-33.4,
6718,19.1,4.77-33.4,
6719,19.1,4.77-33.4,
6720,19.1,4.78-33.4,
6721,19.1,4.78-33.4,
6722,19.1,4.78-33.4,
6723,19.1,4.78-33.4,
6724,19.1,4.78-33.4,
6725,19.1,4.78-33.4,
6726,19.1,4.78-33.4,
6727,19.1,4.78-33.4,
6728,19.1,4.78-33.5,
6729,19.1,4.78-33.5,
6730,19.1,4.78-33.5,
6731,19.1,4.78-33.5,
6732,19.1,4.78-33.5,
6733,19.1,4.78-33.5,
6734,19.1,4.79-33.5,
6735,19.1,4.79-33.5,
6736,19.1,4.79-33.5,
6737,19.1,4.79-33.5,
6738,19.1,4.79-33.5,
6739,19.1,4.79-33.5,
6740,19.1,4.79-33.5,
6741,19.1,4.79-33.5,
6742,19.1,4.79-33.5,
6743,19.1,4.79-33.5,
6744,19.1,4.79-33.5,
6745,19.1,4.79-33.5,
6746,19.1,4.79-33.5,
6747,19.1,4.79-33.5,
6748,19.1,4.79-33.5,
6749,19.2,4.80-33.6,
6750,19.2,4.80-33.6,
6751,19.2,4.80-33.6,
6752,19.2,4.80-33.6,
6753,19.2,4.80-33.6,
6754,19.2,4.80-33.6,
6755,19.2,4.80-33.6,
6756,19.2,4.80-33.6,
6757,19.2,4.80-33.6,
6758,19.2,4.80-33.6,
6759,19.2,4.80-33.6,
6760,19.2,4.80-33.6,
6761,19.2,4.80-33.6,
6762,19.2,4.80-33.6,
6763,19.2,4.81-33.6,
6764,19.2,4.81-33.6,
6765,19.2,4.81-33.6,
6766,19.2,4.81-33.6,
6767,19.2,4.81-33.6,
6768,19.2,4.81-33.6,
6769,19.2,4.81-33.7,
6770,19.2,4.81-33.7,
6771,19.2,4.81-33.7,
6772,19.2,4.81-33.7,
6773,19.2,4.81-33.7,
6774,19.2,4.81-33.7,
6775,19.2,4.81-33.7,
6776,19.2,4.81-33.7,
6777,19.2,4.82-33.7,
6778,19.2,4.82-33.7,
6779,19.2,4.82-33.7,
6780,19.2,4.82-33.7,
6781,19.2,4.82-33.7,
6782,19.2,4.82-33.7,
6783,19.2,4.82-33.7,
6784,19.3,4.82-33.7,
6785,19.3,4.82-33.7,
6786,19.3,4.82-33.7,
6787,19.3,4.82-33.7,
6788,19.3,4.82-33.7,
6789,19.3,4.82-33.8,
6790,19.3,4.82-33.8,
6791,19.3,4.83-33.8,
6792,19.3,4.83-33.8,
6793,19.3,4.83-33.8,
6794,19.3,4.83-33.8,
6795,19.3,4.83-33.8,
6796,19.3,4.83-33.8,
6797,19.3,4.83-33.8,
6798,19.3,4.83-33.8,
6799,19.3,4.83-33.8,
6800,19.3,4.83-33.8,
6801,19.3,4.83-33.8,
6802,19.3,4.83-33.8,
6803,19.3,4.83-33.8,
6804,19.3,4.83-33.8,
6805,19.3,4.84-33.8,
6806,19.3,4.84-33.8,
6807,19.3,4.84-33.8,
6808,19.3,4.84-33.8,
6809,19.3,4.84-33.9,
6810,19.3,4.84-33.9,
6811,19.3,4.84-33.9,
6812,19.3,4.84-33.9,
6813,19.3,4.84-33.9,
6814,19.3,4.84-33.9,
6815,19.3,4.84-33.9,
6816,19.3,4.84-33.9,
6817,19.3,4.84-33.9,
6818,19.3,4.84-33.9,
6819,19.4,4.85-33.9,
6820,19.4,4.85-33.9,
6821,19.4,4.85-33.9,
6822,19.4,4.85-33.9,
6823,19.4,4.85-33.9,
6824,19.4,4.85-33.9,
6825,19.4,4.85-33.9,
6826,19.4,4.85-33.9,
6827,19.4,4.85-33.9,
6828,19.4,4.85-33.9,
6829,19.4,4.85-34.0,
6830,19.4,4.85-34.0,
6831,19.4,4.85-34.0,
6832,19.4,4.85-34.0,
6833,19.4,4.86-34.0,
6834,19.4,4.86-34.0,
6835,19.4,4.86-34.0,
6836,19.4,4.86-34.0,
6837,19.4,4.86-34.0,
6838,19.4,4.86-34.0,
6839,19.4,4.86-34.0,
6840,19.4,4.86-34.0,
6841,19.4,4.86-34.0,
6842,19.4,4.86-34.0,
6843,19.4,4.86-34.0,
6844,19.4,4.86-34.0,
6845,19.4,4.86-34.0,
6846,19.4,4.86-34.0,
6847,19.4,4.87-34.0,
6848,19.4,4.87-34.0,
6849,19.4,4.87-34.1,
6850,19.4,4.87-34.1,
6851,19.4,4.87-34.1,
6852,19.4,4.87-34.1,
6853,19.4,4.87-34.1,
6854,19.5,4.87-34.1,
6855,19.5,4.87-34.1,
6856,19.5,4.87-34.1,
6857,19.5,4.87-34.1,
6858,19.5,4.87-34.1,
6859,19.5,4.87-34.1,
6860,19.5,4.87-34.1,
6861,19.5,4.88-34.1,
6862,19.5,4.88-34.1,
6863,19.5,4.88-34.1,
6864,19.5,4.88-34.1,
6865,19.5,4.88-34.1,
6866,19.5,4.88-34.1,
6867,19.5,4.88-34.1,
6868,19.5,4.88-34.1,
6869,19.5,4.88-34.2,
6870,19.5,4.88-34.2,
6871,19.5,4.88-34.2,
6872,19.5,4.88-34.2,
6873,19.5,4.88-34.2,
6874,19.5,4.88-34.2,
6875,19.5,4.89-34.2,
6876,19.5,4.89-34.2,
6877,19.5,4.89-34.2,
6878,19.5,4.89-34.2,
6879,19.5,4.89-34.2,
6880,19.5,4.89-34.2,
6881,19.5,4.89-34.2,
6882,19.5,4.89-34.2,
6883,19.5,4.89-34.2,
6884,19.5,4.89-34.2,
6885,19.5,4.89-34.2,
6886,19.5,4.89-34.2,
6887,19.5,4.89-34.2,
6888,19.5,4.89-34.2,
6889,19.6,4.90-34.3,
6890,19.6,4.90-34.3,
6891,19.6,4.90-34.3,
6892,19.6,4.90-34.3,
6893,19.6,4.90-34.3,
6894,19.6,4.90-34.3,
6895,19.6,4.90-34.3,
6896,19.6,4.90-34.3,
6897,19.6,4.90-34.3,
6898,19.6,4.90-34.3,
6899,19.6,4.90-34.3,
6900,19.6,4.90-34.3,
6901,19.6,4.90-34.3,
6902,19.6,4.90-34.3,
6903,19.6,4.91-34.3,
6904,19.6,4.91-34.3,
6905,19.6,4.91-34.3,
6906,19.6,4.91-34.3,
6907,19.6,4.91-34.3,
6908,19.6,4.91-34.3,
6909,19.6,4.91-34.4,
6910,19.6,4.91-34.4,
6911,19.6,4.91-34.4,
6912,19.6,4.91-34.4,
6913,19.6,4.91-34.4,
6914,19.6,4.91-34.4,
6915,19.6,4.91-34.4,
6916,19.6,4.91-34.4,
6917,19.6,4.92-34.4,
6918,19.6,4.92-34.4,
6919,19.6,4.92-34.4,
6920,19.6,4.92-34.4,
6921,19.6,4.92-34.4,
6922,19.6,4.92-34.4,
