Group Size,Best Estimate (Assumes 40% of Infections are Asymp/Presymp),Estimate Range (Assumes 10-70% of Infections are Asymp/Presymp),Date Updated: 12-15-2021
5183,14.7,3.68-25.8,
5184,14.7,3.68-25.8,
5185,14.7,3.68-25.8,
5186,14.7,3.68-25.8,
5187,14.7,3.68-25.8,
5188,14.7,3.69-25.8,
5189,14.7,3.69-25.8,
5190,14.7,3.69-25.8,
5191,14.7,3.69-25.8,
5192,14.7,3.69-25.8,
5193,14.7,3.69-25.8,
5194,14.7,3.69-25.8,
5195,14.7,3.69-25.8,
5196,14.7,3.69-25.8,
5197,14.7,3.69-25.8,
5198,14.7,3.69-25.8,
5199,14.7,3.69-25.8,
5200,14.7,3.69-25.8,
5201,14.7,3.69-25.8,
5202,14.8,3.70-25.9,
5203,14.8,3.70-25.9,
5204,14.8,3.70-25.9,
5205,14.8,3.70-25.9,
5206,14.8,3.70-25.9,
5207,14.8,3.70-25.9,
5208,14.8,3.70-25.9,
5209,14.8,3.70-25.9,
5210,14.8,3.70-25.9,
5211,14.8,3.70-25.9,
5212,14.8,3.70-25.9,
5213,14.8,3.70-25.9,
5214,14.8,3.70-25.9,
5215,14.8,3.70-25.9,
5216,14.8,3.71-25.9,
5217,14.8,3.71-25.9,
5218,14.8,3.71-25.9,
5219,14.8,3.71-25.9,
5220,14.8,3.71-25.9,
5221,14.8,3.71-25.9,
5222,14.8,3.71-26.0,
5223,14.8,3.71-26.0,
5224,14.8,3.71-26.0,
5225,14.8,3.71-26.0,
5226,14.8,3.71-26.0,
5227,14.8,3.71-26.0,
5228,14.8,3.71-26.0,
5229,14.8,3.71-26.0,
5230,14.8,3.72-26.0,
5231,14.8,3.72-26.0,
5232,14.8,3.72-26.0,
5233,14.8,3.72-26.0,
5234,14.8,3.72-26.0,
5235,14.8,3.72-26.0,
5236,14.8,3.72-26.0,
5237,14.9,3.72-26.0,
5238,14.9,3.72-26.0,
5239,14.9,3.72-26.0,
5240,14.9,3.72-26.0,
5241,14.9,3.72-26.0,
5242,14.9,3.72-26.1,
5243,14.9,3.72-26.1,
5244,14.9,3.73-26.1,
5245,14.9,3.73-26.1,
5246,14.9,3.73-26.1,
5247,14.9,3.73-26.1,
5248,14.9,3.73-26.1,
5249,14.9,3.73-26.1,
5250,14.9,3.73-26.1,
5251,14.9,3.73-26.1,
5252,14.9,3.73-26.1,
5253,14.9,3.73-26.1,
5254,14.9,3.73-26.1,
5255,14.9,3.73-26.1,
5256,14.9,3.73-26.1,
5257,14.9,3.73-26.1,
5258,14.9,3.74-26.1,
5259,14.9,3.74-26.1,
5260,14.9,3.74-26.1,
5261,14.9,3.74-26.1,
5262,14.9,3.74-26.2,
5263,14.9,3.74-26.2,
5264,14.9,3.74-26.2,
5265,14.9,3.74-26.2,
5266,14.9,3.74-26.2,
5267,14.9,3.74-26.2,
5268,14.9,3.74-26.2,
5269,14.9,3.74-26.2,
5270,14.9,3.74-26.2,
5271,14.9,3.74-26.2,
5272,15.0,3.75-26.2,
5273,15.0,3.75-26.2,
5274,15.0,3.75-26.2,
5275,15.0,3.75-26.2,
5276,15.0,3.75-26.2,
5277,15.0,3.75-26.2,
5278,15.0,3.75-26.2,
5279,15.0,3.75-26.2,
5280,15.0,3.75-26.2,
5281,15.0,3.75-26.2,
5282,15.0,3.75-26.3,
5283,15.0,3.75-26.3,
5284,15.0,3.75-26.3,
5285,15.0,3.75-26.3,
5286,15.0,3.76-26.3,
5287,15.0,3.76-26.3,
5288,15.0,3.76-26.3,
5289,15.0,3.76-26.3,
5290,15.0,3.76-26.3,
5291,15.0,3.76-26.3,
5292,15.0,3.76-26.3,
5293,15.0,3.76-26.3,
5294,15.0,3.76-26.3,
5295,15.0,3.76-26.3,
5296,15.0,3.76-26.3,
5297,15.0,3.76-26.3,
5298,15.0,3.76-26.3,
5299,15.0,3.76-26.3,
5300,15.0,3.76-26.3,
5301,15.0,3.77-26.3,
5302,15.0,3.77-26.3,
5303,15.0,3.77-26.4,
5304,15.0,3.77-26.4,
5305,15.0,3.77-26.4,
5306,15.0,3.77-26.4,
5307,15.0,3.77-26.4,
5308,15.1,3.77-26.4,
5309,15.1,3.77-26.4,
5310,15.1,3.77-26.4,
5311,15.1,3.77-26.4,
5312,15.1,3.77-26.4,
5313,15.1,3.77-26.4,
5314,15.1,3.77-26.4,
5315,15.1,3.78-26.4,
5316,15.1,3.78-26.4,
5317,15.1,3.78-26.4,
5318,15.1,3.78-26.4,
5319,15.1,3.78-26.4,
5320,15.1,3.78-26.4,
5321,15.1,3.78-26.4,
5322,15.1,3.78-26.4,
5323,15.1,3.78-26.5,
5324,15.1,3.78-26.5,
5325,15.1,3.78-26.5,
5326,15.1,3.78-26.5,
5327,15.1,3.78-26.5,
5328,15.1,3.78-26.5,
5329,15.1,3.79-26.5,
5330,15.1,3.79-26.5,
5331,15.1,3.79-26.5,
5332,15.1,3.79-26.5,
5333,15.1,3.79-26.5,
5334,15.1,3.79-26.5,
5335,15.1,3.79-26.5,
5336,15.1,3.79-26.5,
5337,15.1,3.79-26.5,
5338,15.1,3.79-26.5,
5339,15.1,3.79-26.5,
5340,15.1,3.79-26.5,
5341,15.1,3.79-26.5,
5342,15.1,3.79-26.5,
5343,15.2,3.80-26.6,
5344,15.2,3.80-26.6,
5345,15.2,3.80-26.6,
5346,15.2,3.80-26.6,
5347,15.2,3.80-26.6,
5348,15.2,3.80-26.6,
5349,15.2,3.80-26.6,
5350,15.2,3.80-26.6,
5351,15.2,3.80-26.6,
5352,15.2,3.80-26.6,
5353,15.2,3.80-26.6,
5354,15.2,3.80-26.6,
5355,15.2,3.80-26.6,
5356,15.2,3.80-26.6,
5357,15.2,3.81-26.6,
5358,15.2,3.81-26.6,
5359,15.2,3.81-26.6,
5360,15.2,3.81-26.6,
5361,15.2,3.81-26.6,
5362,15.2,3.81-26.6,
5363,15.2,3.81-26.7,
5364,15.2,3.81-26.7,
5365,15.2,3.81-26.7,
5366,15.2,3.81-26.7,
5367,15.2,3.81-26.7,
5368,15.2,3.81-26.7,
5369,15.2,3.81-26.7,
5370,15.2,3.81-26.7,
5371,15.2,3.82-26.7,
5372,15.2,3.82-26.7,
5373,15.2,3.82-26.7,
5374,15.2,3.82-26.7,
5375,15.2,3.82-26.7,
5376,15.2,3.82-26.7,
5377,15.2,3.82-26.7,
5378,15.3,3.82-26.7,
5379,15.3,3.82-26.7,
5380,15.3,3.82-26.7,
5381,15.3,3.82-26.7,
5382,15.3,3.82-26.7,
5383,15.3,3.82-26.8,
5384,15.3,3.82-26.8,
5385,15.3,3.83-26.8,
5386,15.3,3.83-26.8,
5387,15.3,3.83-26.8,
5388,15.3,3.83-26.8,
5389,15.3,3.83-26.8,
5390,15.3,3.83-26.8,
5391,15.3,3.83-26.8,
5392,15.3,3.83-26.8,
5393,15.3,3.83-26.8,
5394,15.3,3.83-26.8,
5395,15.3,3.83-26.8,
5396,15.3,3.83-26.8,
5397,15.3,3.83-26.8,
5398,15.3,3.83-26.8,
5399,15.3,3.84-26.8,
5400,15.3,3.84-26.8,
5401,15.3,3.84-26.8,
5402,15.3,3.84-26.8,
5403,15.3,3.84-26.9,
5404,15.3,3.84-26.9,
5405,15.3,3.84-26.9,
5406,15.3,3.84-26.9,
5407,15.3,3.84-26.9,
5408,15.3,3.84-26.9,
5409,15.3,3.84-26.9,
5410,15.3,3.84-26.9,
5411,15.3,3.84-26.9,
5412,15.3,3.84-26.9,
5413,15.4,3.85-26.9,
5414,15.4,3.85-26.9,
5415,15.4,3.85-26.9,
5416,15.4,3.85-26.9,
5417,15.4,3.85-26.9,
5418,15.4,3.85-26.9,
5419,15.4,3.85-26.9,
5420,15.4,3.85-26.9,
5421,15.4,3.85-26.9,
5422,15.4,3.85-26.9,
5423,15.4,3.85-27.0,
5424,15.4,3.85-27.0,
5425,15.4,3.85-27.0,
5426,15.4,3.85-27.0,
5427,15.4,3.86-27.0,
5428,15.4,3.86-27.0,
5429,15.4,3.86-27.0,
5430,15.4,3.86-27.0,
5431,15.4,3.86-27.0,
5432,15.4,3.86-27.0,
5433,15.4,3.86-27.0,
5434,15.4,3.86-27.0,
5435,15.4,3.86-27.0,
5436,15.4,3.86-27.0,
5437,15.4,3.86-27.0,
5438,15.4,3.86-27.0,
5439,15.4,3.86-27.0,
5440,15.4,3.86-27.0,
5441,15.4,3.87-27.0,
5442,15.4,3.87-27.0,
5443,15.4,3.87-27.1,
5444,15.4,3.87-27.1,
5445,15.4,3.87-27.1,
5446,15.4,3.87-27.1,
5447,15.4,3.87-27.1,
5448,15.5,3.87-27.1,
5449,15.5,3.87-27.1,
5450,15.5,3.87-27.1,
5451,15.5,3.87-27.1,
5452,15.5,3.87-27.1,
5453,15.5,3.87-27.1,
5454,15.5,3.87-27.1,
5455,15.5,3.88-27.1,
5456,15.5,3.88-27.1,
5457,15.5,3.88-27.1,
5458,15.5,3.88-27.1,
5459,15.5,3.88-27.1,
5460,15.5,3.88-27.1,
5461,15.5,3.88-27.1,
5462,15.5,3.88-27.1,
5463,15.5,3.88-27.2,
5464,15.5,3.88-27.2,
5465,15.5,3.88-27.2,
5466,15.5,3.88-27.2,
5467,15.5,3.88-27.2,
5468,15.5,3.88-27.2,
5469,15.5,3.89-27.2,
5470,15.5,3.89-27.2,
5471,15.5,3.89-27.2,
5472,15.5,3.89-27.2,
5473,15.5,3.89-27.2,
5474,15.5,3.89-27.2,
5475,15.5,3.89-27.2,
5476,15.5,3.89-27.2,
5477,15.5,3.89-27.2,
5478,15.5,3.89-27.2,
5479,15.5,3.89-27.2,
5480,15.5,3.89-27.2,
5481,15.5,3.89-27.2,
5482,15.5,3.89-27.2,
5483,15.6,3.90-27.3,
5484,15.6,3.90-27.3,
5485,15.6,3.90-27.3,
5486,15.6,3.90-27.3,
5487,15.6,3.90-27.3,
5488,15.6,3.90-27.3,
5489,15.6,3.90-27.3,
5490,15.6,3.90-27.3,
5491,15.6,3.90-27.3,
5492,15.6,3.90-27.3,
5493,15.6,3.90-27.3,
5494,15.6,3.90-27.3,
5495,15.6,3.90-27.3,
5496,15.6,3.90-27.3,
5497,15.6,3.91-27.3,
5498,15.6,3.91-27.3,
5499,15.6,3.91-27.3,
5500,15.6,3.91-27.3,
5501,15.6,3.91-27.3,
5502,15.6,3.91-27.3,
5503,15.6,3.91-27.4,
5504,15.6,3.91-27.4,
5505,15.6,3.91-27.4,
5506,15.6,3.91-27.4,
5507,15.6,3.91-27.4,
5508,15.6,3.91-27.4,
5509,15.6,3.91-27.4,
5510,15.6,3.91-27.4,
5511,15.6,3.92-27.4,
5512,15.6,3.92-27.4,
5513,15.6,3.92-27.4,
5514,15.6,3.92-27.4,
5515,15.6,3.92-27.4,
5516,15.6,3.92-27.4,
5517,15.6,3.92-27.4,
5518,15.7,3.92-27.4,
5519,15.7,3.92-27.4,
5520,15.7,3.92-27.4,
5521,15.7,3.92-27.4,
5522,15.7,3.92-27.4,
5523,15.7,3.92-27.5,
5524,15.7,3.92-27.5,
5525,15.7,3.93-27.5,
5526,15.7,3.93-27.5,
5527,15.7,3.93-27.5,
5528,15.7,3.93-27.5,
5529,15.7,3.93-27.5,
5530,15.7,3.93-27.5,
5531,15.7,3.93-27.5,
5532,15.7,3.93-27.5,
5533,15.7,3.93-27.5,
5534,15.7,3.93-27.5,
5535,15.7,3.93-27.5,
5536,15.7,3.93-27.5,
5537,15.7,3.93-27.5,
5538,15.7,3.93-27.5,
5539,15.7,3.93-27.5,
5540,15.7,3.94-27.5,
5541,15.7,3.94-27.5,
5542,15.7,3.94-27.5,
5543,15.7,3.94-27.5,
5544,15.7,3.94-27.6,
5545,15.7,3.94-27.6,
5546,15.7,3.94-27.6,
5547,15.7,3.94-27.6,
5548,15.7,3.94-27.6,
5549,15.7,3.94-27.6,
5550,15.7,3.94-27.6,
5551,15.7,3.94-27.6,
5552,15.7,3.94-27.6,
5553,15.7,3.94-27.6,
5554,15.8,3.95-27.6,
5555,15.8,3.95-27.6,
5556,15.8,3.95-27.6,
5557,15.8,3.95-27.6,
5558,15.8,3.95-27.6,
5559,15.8,3.95-27.6,
5560,15.8,3.95-27.6,
5561,15.8,3.95-27.6,
5562,15.8,3.95-27.6,
5563,15.8,3.95-27.6,
5564,15.8,3.95-27.7,
5565,15.8,3.95-27.7,
5566,15.8,3.95-27.7,
5567,15.8,3.95-27.7,
5568,15.8,3.96-27.7,
5569,15.8,3.96-27.7,
5570,15.8,3.96-27.7,
5571,15.8,3.96-27.7,
5572,15.8,3.96-27.7,
5573,15.8,3.96-27.7,
5574,15.8,3.96-27.7,
5575,15.8,3.96-27.7,
5576,15.8,3.96-27.7,
5577,15.8,3.96-27.7,
5578,15.8,3.96-27.7,
5579,15.8,3.96-27.7,
5580,15.8,3.96-27.7,
5581,15.8,3.96-27.7,
5582,15.8,3.97-27.7,
5583,15.8,3.97-27.7,
5584,15.8,3.97-27.8,
5585,15.8,3.97-27.8,
5586,15.8,3.97-27.8,
5587,15.8,3.97-27.8,
5588,15.8,3.97-27.8,
5589,15.9,3.97-27.8,
5590,15.9,3.97-27.8,
5591,15.9,3.97-27.8,
5592,15.9,3.97-27.8,
5593,15.9,3.97-27.8,
5594,15.9,3.97-27.8,
5595,15.9,3.97-27.8,
5596,15.9,3.98-27.8,
5597,15.9,3.98-27.8,
5598,15.9,3.98-27.8,
5599,15.9,3.98-27.8,
5600,15.9,3.98-27.8,
5601,15.9,3.98-27.8,
5602,15.9,3.98-27.8,
5603,15.9,3.98-27.8,
5604,15.9,3.98-27.9,
5605,15.9,3.98-27.9,
5606,15.9,3.98-27.9,
5607,15.9,3.98-27.9,
5608,15.9,3.98-27.9,
5609,15.9,3.98-27.9,
5610,15.9,3.99-27.9,
5611,15.9,3.99-27.9,
5612,15.9,3.99-27.9,
5613,15.9,3.99-27.9,
5614,15.9,3.99-27.9,
5615,15.9,3.99-27.9,
5616,15.9,3.99-27.9,
5617,15.9,3.99-27.9,
5618,15.9,3.99-27.9,
5619,15.9,3.99-27.9,
5620,15.9,3.99-27.9,
5621,15.9,3.99-27.9,
5622,15.9,3.99-27.9,
5623,15.9,3.99-27.9,
5624,16.0,4.00-28.0,
5625,16.0,4.00-28.0,
5626,16.0,4.00-28.0,
5627,16.0,4.00-28.0,
5628,16.0,4.00-28.0,
5629,16.0,4.00-28.0,
5630,16.0,4.00-28.0,
5631,16.0,4.00-28.0,
5632,16.0,4.00-28.0,
5633,16.0,4.00-28.0,
5634,16.0,4.00-28.0,
5635,16.0,4.00-28.0,
5636,16.0,4.00-28.0,
5637,16.0,4.00-28.0,
5638,16.0,4.01-28.0,
5639,16.0,4.01-28.0,
5640,16.0,4.01-28.0,
5641,16.0,4.01-28.0,
5642,16.0,4.01-28.0,
5643,16.0,4.01-28.0,
5644,16.0,4.01-28.1,
5645,16.0,4.01-28.1,
5646,16.0,4.01-28.1,
5647,16.0,4.01-28.1,
5648,16.0,4.01-28.1,
5649,16.0,4.01-28.1,
5650,16.0,4.01-28.1,
5651,16.0,4.01-28.1,
5652,16.0,4.02-28.1,
5653,16.0,4.02-28.1,
5654,16.0,4.02-28.1,
5655,16.0,4.02-28.1,
5656,16.0,4.02-28.1,
5657,16.0,4.02-28.1,
5658,16.0,4.02-28.1,
5659,16.1,4.02-28.1,
5660,16.1,4.02-28.1,
5661,16.1,4.02-28.1,
5662,16.1,4.02-28.1,
5663,16.1,4.02-28.1,
5664,16.1,4.02-28.2,
5665,16.1,4.02-28.2,
5666,16.1,4.03-28.2,
5667,16.1,4.03-28.2,
5668,16.1,4.03-28.2,
5669,16.1,4.03-28.2,
5670,16.1,4.03-28.2,
5671,16.1,4.03-28.2,
5672,16.1,4.03-28.2,
5673,16.1,4.03-28.2,
5674,16.1,4.03-28.2,
5675,16.1,4.03-28.2,
5676,16.1,4.03-28.2,
5677,16.1,4.03-28.2,
5678,16.1,4.03-28.2,
5679,16.1,4.03-28.2,
5680,16.1,4.04-28.2,
5681,16.1,4.04-28.2,
5682,16.1,4.04-28.2,
5683,16.1,4.04-28.2,
5684,16.1,4.04-28.3,
5685,16.1,4.04-28.3,
5686,16.1,4.04-28.3,
5687,16.1,4.04-28.3,
5688,16.1,4.04-28.3,
5689,16.1,4.04-28.3,
5690,16.1,4.04-28.3,
5691,16.1,4.04-28.3,
5692,16.1,4.04-28.3,
5693,16.1,4.04-28.3,
5694,16.2,4.05-28.3,
5695,16.2,4.05-28.3,
5696,16.2,4.05-28.3,
5697,16.2,4.05-28.3,
5698,16.2,4.05-28.3,
5699,16.2,4.05-28.3,
5700,16.2,4.05-28.3,
5701,16.2,4.05-28.3,
5702,16.2,4.05-28.3,
5703,16.2,4.05-28.3,
5704,16.2,4.05-28.4,
5705,16.2,4.05-28.4,
5706,16.2,4.05-28.4,
5707,16.2,4.05-28.4,
5708,16.2,4.06-28.4,
5709,16.2,4.06-28.4,
5710,16.2,4.06-28.4,
5711,16.2,4.06-28.4,
5712,16.2,4.06-28.4,
5713,16.2,4.06-28.4,
5714,16.2,4.06-28.4,
5715,16.2,4.06-28.4,
5716,16.2,4.06-28.4,
5717,16.2,4.06-28.4,
5718,16.2,4.06-28.4,
5719,16.2,4.06-28.4,
5720,16.2,4.06-28.4,
5721,16.2,4.06-28.4,
5722,16.2,4.07-28.4,
5723,16.2,4.07-28.4,
5724,16.2,4.07-28.5,
5725,16.2,4.07-28.5,
5726,16.2,4.07-28.5,
5727,16.2,4.07-28.5,
5728,16.2,4.07-28.5,
5729,16.3,4.07-28.5,
5730,16.3,4.07-28.5,
5731,16.3,4.07-28.5,
5732,16.3,4.07-28.5,
5733,16.3,4.07-28.5,
5734,16.3,4.07-28.5,
5735,16.3,4.07-28.5,
5736,16.3,4.08-28.5,
5737,16.3,4.08-28.5,
5738,16.3,4.08-28.5,
5739,16.3,4.08-28.5,
5740,16.3,4.08-28.5,
5741,16.3,4.08-28.5,
5742,16.3,4.08-28.5,
5743,16.3,4.08-28.5,
5744,16.3,4.08-28.6,
5745,16.3,4.08-28.6,
5746,16.3,4.08-28.6,
5747,16.3,4.08-28.6,
5748,16.3,4.08-28.6,
5749,16.3,4.08-28.6,
5750,16.3,4.09-28.6,
5751,16.3,4.09-28.6,
5752,16.3,4.09-28.6,
5753,16.3,4.09-28.6,
5754,16.3,4.09-28.6,
5755,16.3,4.09-28.6,
5756,16.3,4.09-28.6,
5757,16.3,4.09-28.6,
5758,16.3,4.09-28.6,
5759,16.3,4.09-28.6,
5760,16.3,4.09-28.6,
5761,16.3,4.09-28.6,
5762,16.3,4.09-28.6,
5763,16.3,4.09-28.6,
5764,16.4,4.10-28.7,
5765,16.4,4.10-28.7,
5766,16.4,4.10-28.7,
5767,16.4,4.10-28.7,
5768,16.4,4.10-28.7,
5769,16.4,4.10-28.7,
5770,16.4,4.10-28.7,
5771,16.4,4.10-28.7,
5772,16.4,4.10-28.7,
5773,16.4,4.10-28.7,
5774,16.4,4.10-28.7,
5775,16.4,4.10-28.7,
5776,16.4,4.10-28.7,
5777,16.4,4.10-28.7,
5778,16.4,4.11-28.7,
5779,16.4,4.11-28.7,
5780,16.4,4.11-28.7,
5781,16.4,4.11-28.7,
5782,16.4,4.11-28.7,
5783,16.4,4.11-28.7,
5784,16.4,4.11-28.7,
5785,16.4,4.11-28.8,
5786,16.4,4.11-28.8,
5787,16.4,4.11-28.8,
5788,16.4,4.11-28.8,
5789,16.4,4.11-28.8,
5790,16.4,4.11-28.8,
5791,16.4,4.11-28.8,
5792,16.4,4.11-28.8,
5793,16.4,4.12-28.8,
5794,16.4,4.12-28.8,
5795,16.4,4.12-28.8,
5796,16.4,4.12-28.8,
5797,16.4,4.12-28.8,
5798,16.4,4.12-28.8,
5799,16.4,4.12-28.8,
5800,16.5,4.12-28.8,
5801,16.5,4.12-28.8,
5802,16.5,4.12-28.8,
5803,16.5,4.12-28.8,
5804,16.5,4.12-28.8,
5805,16.5,4.12-28.9,
5806,16.5,4.12-28.9,
5807,16.5,4.13-28.9,
5808,16.5,4.13-28.9,
5809,16.5,4.13-28.9,
5810,16.5,4.13-28.9,
5811,16.5,4.13-28.9,
5812,16.5,4.13-28.9,
5813,16.5,4.13-28.9,
5814,16.5,4.13-28.9,
5815,16.5,4.13-28.9,
5816,16.5,4.13-28.9,
5817,16.5,4.13-28.9,
5818,16.5,4.13-28.9,
5819,16.5,4.13-28.9,
5820,16.5,4.13-28.9,
5821,16.5,4.14-28.9,
5822,16.5,4.14-28.9,
5823,16.5,4.14-28.9,
5824,16.5,4.14-28.9,
5825,16.5,4.14-29.0,
5826,16.5,4.14-29.0,
5827,16.5,4.14-29.0,
5828,16.5,4.14-29.0,
5829,16.5,4.14-29.0,
5830,16.5,4.14-29.0,
5831,16.5,4.14-29.0,
5832,16.5,4.14-29.0,
5833,16.5,4.14-29.0,
5834,16.5,4.14-29.0,
5835,16.6,4.15-29.0,
5836,16.6,4.15-29.0,
5837,16.6,4.15-29.0,
5838,16.6,4.15-29.0,
5839,16.6,4.15-29.0,
5840,16.6,4.15-29.0,
5841,16.6,4.15-29.0,
5842,16.6,4.15-29.0,
5843,16.6,4.15-29.0,
5844,16.6,4.15-29.0,
5845,16.6,4.15-29.1,
5846,16.6,4.15-29.1,
5847,16.6,4.15-29.1,
5848,16.6,4.15-29.1,
5849,16.6,4.16-29.1,
5850,16.6,4.16-29.1,
5851,16.6,4.16-29.1,
5852,16.6,4.16-29.1,
5853,16.6,4.16-29.1,
5854,16.6,4.16-29.1,
5855,16.6,4.16-29.1,
5856,16.6,4.16-29.1,
5857,16.6,4.16-29.1,
5858,16.6,4.16-29.1,
5859,16.6,4.16-29.1,
5860,16.6,4.16-29.1,
5861,16.6,4.16-29.1,
5862,16.6,4.16-29.1,
5863,16.6,4.17-29.1,
5864,16.6,4.17-29.1,
5865,16.6,4.17-29.2,
5866,16.6,4.17-29.2,
5867,16.6,4.17-29.2,
5868,16.6,4.17-29.2,
5869,16.6,4.17-29.2,
5870,16.7,4.17-29.2,
5871,16.7,4.17-29.2,
5872,16.7,4.17-29.2,
5873,16.7,4.17-29.2,
5874,16.7,4.17-29.2,
5875,16.7,4.17-29.2,
5876,16.7,4.17-29.2,
5877,16.7,4.18-29.2,
5878,16.7,4.18-29.2,
5879,16.7,4.18-29.2,
5880,16.7,4.18-29.2,
5881,16.7,4.18-29.2,
5882,16.7,4.18-29.2,
5883,16.7,4.18-29.2,
5884,16.7,4.18-29.2,
5885,16.7,4.18-29.3,
5886,16.7,4.18-29.3,
5887,16.7,4.18-29.3,
5888,16.7,4.18-29.3,
5889,16.7,4.18-29.3,
5890,16.7,4.18-29.3,
5891,16.7,4.19-29.3,
5892,16.7,4.19-29.3,
5893,16.7,4.19-29.3,
5894,16.7,4.19-29.3,
5895,16.7,4.19-29.3,
5896,16.7,4.19-29.3,
5897,16.7,4.19-29.3,
5898,16.7,4.19-29.3,
5899,16.7,4.19-29.3,
5900,16.7,4.19-29.3,
5901,16.7,4.19-29.3,
5902,16.7,4.19-29.3,
5903,16.7,4.19-29.3,
5904,16.7,4.19-29.3,
5905,16.8,4.20-29.4,
5906,16.8,4.20-29.4,
5907,16.8,4.20-29.4,
5908,16.8,4.20-29.4,
5909,16.8,4.20-29.4,
5910,16.8,4.20-29.4,
5911,16.8,4.20-29.4,
5912,16.8,4.20-29.4,
5913,16.8,4.20-29.4,
5914,16.8,4.20-29.4,
5915,16.8,4.20-29.4,
5916,16.8,4.20-29.4,
5917,16.8,4.20-29.4,
5918,16.8,4.20-29.4,
5919,16.8,4.21-29.4,
5920,16.8,4.21-29.4,
5921,16.8,4.21-29.4,
5922,16.8,4.21-29.4,
5923,16.8,4.21-29.4,
5924,16.8,4.21-29.4,
5925,16.8,4.21-29.5,
5926,16.8,4.21-29.5,
5927,16.8,4.21-29.5,
5928,16.8,4.21-29.5,
5929,16.8,4.21-29.5,
5930,16.8,4.21-29.5,
5931,16.8,4.21-29.5,
5932,16.8,4.21-29.5,
5933,16.8,4.22-29.5,
5934,16.8,4.22-29.5,
5935,16.8,4.22-29.5,
5936,16.8,4.22-29.5,
5937,16.8,4.22-29.5,
5938,16.8,4.22-29.5,
5939,16.8,4.22-29.5,
5940,16.9,4.22-29.5,
5941,16.9,4.22-29.5,
5942,16.9,4.22-29.5,
5943,16.9,4.22-29.5,
5944,16.9,4.22-29.5,
5945,16.9,4.22-29.6,
5946,16.9,4.22-29.6,
5947,16.9,4.23-29.6,
5948,16.9,4.23-29.6,
5949,16.9,4.23-29.6,
5950,16.9,4.23-29.6,
5951,16.9,4.23-29.6,
5952,16.9,4.23-29.6,
5953,16.9,4.23-29.6,
5954,16.9,4.23-29.6,
5955,16.9,4.23-29.6,
5956,16.9,4.23-29.6,
5957,16.9,4.23-29.6,
5958,16.9,4.23-29.6,
5959,16.9,4.23-29.6,
5960,16.9,4.23-29.6,
5961,16.9,4.24-29.6,
5962,16.9,4.24-29.6,
5963,16.9,4.24-29.6,
5964,16.9,4.24-29.6,
5965,16.9,4.24-29.7,
5966,16.9,4.24-29.7,
5967,16.9,4.24-29.7,
5968,16.9,4.24-29.7,
5969,16.9,4.24-29.7,
5970,16.9,4.24-29.7,
5971,16.9,4.24-29.7,
5972,16.9,4.24-29.7,
5973,16.9,4.24-29.7,
5974,16.9,4.24-29.7,
5975,17.0,4.25-29.7,
5976,17.0,4.25-29.7,
5977,17.0,4.25-29.7,
5978,17.0,4.25-29.7,
5979,17.0,4.25-29.7,
5980,17.0,4.25-29.7,
5981,17.0,4.25-29.7,
5982,17.0,4.25-29.7,
5983,17.0,4.25-29.7,
5984,17.0,4.25-29.7,
5985,17.0,4.25-29.8,
5986,17.0,4.25-29.8,
5987,17.0,4.25-29.8,
5988,17.0,4.25-29.8,
5989,17.0,4.26-29.8,
5990,17.0,4.26-29.8,
5991,17.0,4.26-29.8,
5992,17.0,4.26-29.8,
5993,17.0,4.26-29.8,
5994,17.0,4.26-29.8,
5995,17.0,4.26-29.8,
5996,17.0,4.26-29.8,
5997,17.0,4.26-29.8,
5998,17.0,4.26-29.8,
5999,17.0,4.26-29.8,
6000,17.0,4.26-29.8,
6001,17.0,4.26-29.8,
6002,17.0,4.26-29.8,
6003,17.0,4.27-29.8,
6004,17.0,4.27-29.8,
6005,17.0,4.27-29.9,
6006,17.0,4.27-29.9,
6007,17.0,4.27-29.9,
6008,17.0,4.27-29.9,
6009,17.0,4.27-29.9,
6010,17.1,4.27-29.9,
6011,17.1,4.27-29.9,
6012,17.1,4.27-29.9,
6013,17.1,4.27-29.9,
6014,17.1,4.27-29.9,
6015,17.1,4.27-29.9,
6016,17.1,4.27-29.9,
6017,17.1,4.28-29.9,
6018,17.1,4.28-29.9,
6019,17.1,4.28-29.9,
6020,17.1,4.28-29.9,
6021,17.1,4.28-29.9,
6022,17.1,4.28-29.9,
6023,17.1,4.28-29.9,
6024,17.1,4.28-29.9,
6025,17.1,4.28-29.9,
6026,17.1,4.28-30.0,
6027,17.1,4.28-30.0,
6028,17.1,4.28-30.0,
6029,17.1,4.28-30.0,
6030,17.1,4.28-30.0,
6031,17.1,4.28-30.0,
6032,17.1,4.29-30.0,
6033,17.1,4.29-30.0,
6034,17.1,4.29-30.0,
6035,17.1,4.29-30.0,
6036,17.1,4.29-30.0,
6037,17.1,4.29-30.0,
6038,17.1,4.29-30.0,
6039,17.1,4.29-30.0,
6040,17.1,4.29-30.0,
6041,17.1,4.29-30.0,
6042,17.1,4.29-30.0,
6043,17.1,4.29-30.0,
6044,17.1,4.29-30.0,
6045,17.1,4.29-30.0,
6046,17.2,4.30-30.1,
6047,17.2,4.30-30.1,
6048,17.2,4.30-30.1,
6049,17.2,4.30-30.1,
6050,17.2,4.30-30.1,
6051,17.2,4.30-30.1,
6052,17.2,4.30-30.1,
